dmim_id,plate_id,annotation,adduct,smi,met_n,mz,ccs_avg,ccs_rsd,ccs_r1,ccs_r2,ccs_r3
"DMIM00723","p1L19","GEMIFLOXACIN","[M+H]+","CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F",0,390.1577,188.75,0.10,189.01,188.68,188.56
"DMIM00724","p1L19","GEMIFLOXACIN","[M+Na]+","CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F",0,412.1397,203.86,0.11,204.18,203.77,203.63
"DMIM00725","p1L19","GEMIFLOXACIN","[M+K]+","CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F",0,428.1136,204.07,0.05,204.20,204.04,203.96
"DMIM00726","p1L19","GEMIFLOXACIN","[M+H-H2O]+","CO/N=C/1\CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F",0,372.1471,184.84,0.51,186.18,184.28,184.06
"DMIM00727","p1L20","CAMPHOR","[M+H]+","CC1(C2CCC1(C(=O)C2)C)C",0,153.1279,128.83,0.24,128.50,128.74,129.25
"DMIM00728","p1L20","CAMPHOR","[M+Na]+","CC1(C2CCC1(C(=O)C2)C)C",0,175.1099,134.60,0.12,134.39,134.62,134.78
"DMIM00729","p1L20","CAMPHOR","[M+K]+","CC1(C2CCC1(C(=O)C2)C)C",0,191.0838,139.22,0.08,139.25,139.32,139.07
"DMIM00730","p1L20","CAMPHOR","[M+H-H2O]+","CC1(C2CCC1(C(=O)C2)C)C",0,135.1173,124.46,0.04,124.39,124.49,124.48
"DMIM00731","p1L21","PRAVASTATIN","[M+H]+","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O",0,425.2539,191.75,0.24,192.37,191.60,191.27
"DMIM00732","p1L21","PRAVASTATIN","[M+Na]+","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O",0,447.2359,204.52,0.02,204.52,204.47,204.56
"DMIM00733","p1L21","PRAVASTATIN","[M+K]+","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O",0,463.2098,207.01,0.13,206.70,207.34,207.00
"DMIM00734","p1L21","PRAVASTATIN","[M+H-H2O]+","CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O",0,407.2433,188.41,0.49,189.70,187.77,187.75
"DMIM00736","p1M03","PHENYTOIN","[M+H]+","C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3",0,253.0977,154.27,0.79,153.03,153.85,155.93
"DMIM00737","p1M03","PHENYTOIN","[M+Na]+","C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3",0,275.0797,162.94,2.58,168.62,158.56,161.63
"DMIM00738","p1M03","PHENYTOIN","[M+K]+","C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3",0,291.0536,160.15,0.12,160.27,159.89,160.29
"DMIM00739","p1M03","PHENYTOIN","[M+H-H2O]+","C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3",0,235.0871,149.12,0.09,148.97,149.30,149.09
"DMIM00740","p1M05","FENOFIBRATE","[M+H]+","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl",0,361.1206,174.21,0.31,174.91,173.62,174.10
"DMIM00741","p1M05","FENOFIBRATE","[M+Na]+","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl",0,383.1026,172.51,1.06,175.10,171.10,171.32
"DMIM00742","p1M05","FENOFIBRATE","[M+H-H2O]+","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl",0,343.1100,171.69,1.60,168.38,171.60,175.10
"DMIM00743","p1M06","THIOPENTAL","[M+H]+","CCCC(C)C1(C(=O)NC(=S)NC1=O)CC",0,243.1167,148.49,0.33,147.79,148.86,148.81
"DMIM00744","p1M06","THIOPENTAL","[M+Na]+","CCCC(C)C1(C(=O)NC(=S)NC1=O)CC",0,265.0987,153.90,0.03,153.84,153.94,153.91
"DMIM00745","p1M06","THIOPENTAL","[M+K]+","CCCC(C)C1(C(=O)NC(=S)NC1=O)CC",0,281.0726,155.25,0.27,155.85,154.95,154.96
"DMIM00746","p1M06","THIOPENTAL","[M+H-H2O]+","CCCC(C)C1(C(=O)NC(=S)NC1=O)CC",0,225.1061,145.85,0.14,146.13,145.69,145.73
"DMIM00747","p1M07","FENOPROFEN","[M+H]+","CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O",0,243.1021,148.34,0.85,146.57,149.46,148.99
"DMIM00748","p1M07","FENOPROFEN","[M+Na]+","CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O",0,265.0841,157.19,0.33,156.46,157.58,157.54
"DMIM00749","p1M07","FENOPROFEN","[M+K]+","CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O",0,281.0580,159.56,0.10,159.71,159.33,159.64
"DMIM00750","p1M07","FENOPROFEN","[M+H-H2O]+","CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O",0,225.0915,145.13,0.18,145.49,144.94,144.96
"DMIM00754","p1M08","CLOMIPRAMINE","[M+H]+","CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl",0,315.1628,172.14,0.02,172.17,172.14,172.10
"DMIM00755","p1M08","CLOMIPRAMINE","[M+Na]+","CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl",0,337.1448,168.94,0.16,169.31,168.66,168.84
"DMIM00756","p1M08","CLOMIPRAMINE","[M+K]+","CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl",0,353.1187,170.62,0.35,171.38,170.55,169.94
"DMIM00757","p1M08","CLOMIPRAMINE","[M+H-H2O]+","CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl",0,297.1522,160.44,0.03,160.37,160.46,160.48
"DMIM00761","p1M10","PHENFORMIN","[M+H]+","C1=CC=C(C=C1)CCN=C(N)N=C(N)N",0,206.1405,145.18,0.08,145.03,145.31,145.21
"DMIM00762","p1M10","PHENFORMIN","[M+Na]+","C1=CC=C(C=C1)CCN=C(N)N=C(N)N",0,228.1225,146.70,0.24,146.26,147.13,146.69
"DMIM00763","p1M11","FENBENDAZOLE","[M+H]+","COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3",0,300.0806,169.80,0.07,169.97,169.72,169.71
"DMIM00764","p1M11","FENBENDAZOLE","[M+H-H2O]+","COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3",0,282.0700,156.04,0.17,156.40,155.90,155.81
"DMIM00766","p1M12","PENFLURIDOL","[M+H]+","C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F",0,524.1779,217.53,0.10,217.40,217.35,217.84
"DMIM00767","p1M12","PENFLURIDOL","[M+H-H2O]+","C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F",0,506.1673,216.67,0.13,216.51,216.43,217.08
"DMIM00770","p1M13","FEBUXOSTAT","[M+H]+","CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O",0,317.0960,179.28,0.07,179.11,179.32,179.42
"DMIM00771","p1M13","FEBUXOSTAT","[M+Na]+","CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O",0,339.0780,202.43,0.10,202.16,202.51,202.62
"DMIM00772","p1M13","FEBUXOSTAT","[M+K]+","CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O",0,355.0519,171.19,0.08,171.21,171.01,171.34
"DMIM00773","p1M13","FEBUXOSTAT","[M+H-H2O]+","CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O",0,299.0854,158.34,0.02,158.35,158.38,158.31
"DMIM00778","p1M14","TILORONE","[M+H]+","CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC",0,411.2647,219.08,0.03,219.14,219.01,219.11
"DMIM00779","p1M14","TILORONE","[M+K]+","CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC",0,449.2206,195.31,0.16,195.73,195.23,194.95
"DMIM00780","p1M14","TILORONE","[M+H-H2O]+","CCN(CC)CCOC1=CC2=C(C=C1)C3=C(C2=O)C=C(C=C3)OCCN(CC)CC",0,393.2541,187.15,0.79,189.24,186.09,186.12
"DMIM00782","p1M16","VINCRISTINE","[M+H]+","CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O",0,825.4074,281.09,0.19,281.80,280.47,281.00
"DMIM00783","p1M17","METHACYCLINE","[M+H]+","CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O",0,443.1454,193.90,0.01,193.88,193.92,193.89
"DMIM00784","p1M17","METHACYCLINE","[M+Na]+","CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O",0,465.1274,202.18,0.06,202.10,202.34,202.11
"DMIM00785","p1M17","METHACYCLINE","[M+K]+","CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O",0,481.1013,203.60,0.12,203.92,203.31,203.58
"DMIM00786","p1M17","METHACYCLINE","[M+H-H2O]+","CN(C)[C@H]1[C@@H]2[C@H]([C@@H]3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O",0,425.1348,192.92,0.05,192.91,193.03,192.81
"DMIM00787","p1M18","OMEPRAZOLE","[M+H]+","CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC",0,346.1225,179.67,0.15,179.30,179.92,179.79
"DMIM00788","p1M18","OMEPRAZOLE","[M+Na]+","CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC",0,368.1045,187.88,0.10,188.15,187.78,187.70
"DMIM00789","p1M18","OMEPRAZOLE","[M+H-H2O]+","CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC",0,328.1119,170.58,0.27,169.96,170.75,171.03
"DMIM00796","p1M19","MEFEXAMIDE","[M+H]+","CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC",0,281.1865,169.86,0.03,169.86,169.91,169.80
"DMIM00797","p1M19","MEFEXAMIDE","[M+K]+","CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC",0,319.1424,166.66,0.18,167.05,166.31,166.63
"DMIM00798","p1M19","MEFEXAMIDE","[M+H-H2O]+","CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC",0,263.1759,157.50,0.38,158.33,157.25,156.93
"DMIM00799","p1M20","ZOLMITRIPTAN","[M+H]+","CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3",0,288.1712,158.69,0.03,158.63,158.71,158.73
"DMIM00800","p1M20","ZOLMITRIPTAN","[M+Na]+","CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3",0,310.1532,163.10,0.28,163.75,162.84,162.72
"DMIM00801","p1M20","ZOLMITRIPTAN","[M+K]+","CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3",0,326.1271,164.88,0.39,165.78,164.38,164.49
"DMIM00802","p1M20","ZOLMITRIPTAN","[M+H-H2O]+","CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3",0,270.1606,155.97,0.19,156.11,156.24,155.56
"DMIM00803","p1M21","PROBUCOL","[M+H]+","CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C",0,517.3174,213.55,0.19,213.09,213.45,214.09
"DMIM00804","p1M21","PROBUCOL","[M+Na]+","CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C",0,539.2994,216.41,0.22,215.84,216.98,216.42
"DMIM00805","p1M21","PROBUCOL","[M+K]+","CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C",0,555.2733,216.78,0.04,216.78,216.88,216.67
"DMIM00806","p1M21","PROBUCOL","[M+H-H2O]+","CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C",0,499.3068,211.81,1.27,208.03,214.17,213.24
"DMIM00807","p1N03","LEVALBUTEROL","[M+Na]+","CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O",0,262.1419,157.12,0.73,155.50,158.08,157.77
"DMIM00808","p1N03","LEVALBUTEROL","[M+K]+","CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O",0,278.1158,157.17,0.31,157.77,157.15,156.58
"DMIM00809","p1N03","LEVALBUTEROL","[M+H-H2O]+","CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O",0,222.1493,153.47,0.07,153.32,153.58,153.52
"DMIM00811","p1N05","METFORMIN","[M+H]+","CN(C)C(=N)N=C(N)N",0,130.1092,122.31,1.06,120.48,123.05,123.39
"DMIM00812","p1N05","METFORMIN","[M+Na]+","CN(C)C(=N)N=C(N)N",0,152.0912,126.09,0.24,125.67,126.23,126.37
"DMIM00813","p1N06","CARBAMAZEPINE","[M+H]+","C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N",0,237.1028,148.42,0.11,148.65,148.32,148.28
"DMIM00814","p1N06","CARBAMAZEPINE","[M+Na]+","C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N",0,259.0848,156.95,0.11,157.19,156.82,156.84
"DMIM00815","p1N06","CARBAMAZEPINE","[M+K]+","C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N",0,275.0587,157.16,0.07,157.31,157.10,157.06
"DMIM00816","p1N06","CARBAMAZEPINE","[M+H-H2O]+","C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N",0,219.0922,145.94,0.09,146.06,146.01,145.76
"DMIM00817","p1N07","PREGABALIN","[M+H]+","CC(C)C[C@@H](CC(=O)O)CN",0,160.1337,136.99,0.13,136.82,137.23,136.92
"DMIM00818","p1N07","PREGABALIN","[M+Na]+","CC(C)C[C@@H](CC(=O)O)CN",0,182.1157,134.48,0.23,134.73,134.66,134.05
"DMIM00819","p1N09","TOPOTECAN","[M+H]+","CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O",0,422.1716,209.99,0.07,210.19,209.83,209.94
"DMIM00820","p1N09","TOPOTECAN","[M+Na]+","CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O",0,444.1536,223.05,0.19,223.62,222.57,222.95
"DMIM00821","p1N10","CARBINOXAMINE","[M+H]+","CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2",0,291.1264,165.78,0.09,165.59,165.93,165.83
"DMIM00822","p1N10","CARBINOXAMINE","[M+Na]+","CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2",0,313.1084,169.28,3.14,161.76,173.10,172.98
"DMIM00823","p1N10","CARBINOXAMINE","[M+K]+","CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2",0,329.0823,166.33,0.56,165.07,166.62,167.31
"DMIM00824","p1N10","CARBINOXAMINE","[M+H-H2O]+","CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2",0,273.1158,157.64,0.46,157.33,158.65,156.95
"DMIM00825","p1N11","PHENOXYBENZAMINE","[M+Na]+","CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2",0,326.1288,165.84,0.14,166.10,165.53,165.89
"DMIM00826","p1N11","PHENOXYBENZAMINE","[M+H-H2O]+","CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2",0,286.1362,162.92,1.25,165.77,161.82,161.17
"DMIM00831","p1N12","CARISOPRODOL","[M+H]+","CCCC(C)(COC(=O)N)COC(=O)NC(C)C",0,261.1814,157.91,1.19,160.36,157.56,155.81
"DMIM00832","p1N12","CARISOPRODOL","[M+Na]+","CCCC(C)(COC(=O)N)COC(=O)NC(C)C",0,283.1634,167.96,0.07,168.13,167.90,167.86
"DMIM00833","p1N13","PINACIDIL","[M+H]+","CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1",0,246.1718,163.39,0.18,163.81,163.24,163.13
"DMIM00834","p1N13","PINACIDIL","[M+Na]+","CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1",0,268.1538,175.26,0.07,175.41,175.26,175.12
"DMIM00835","p1N13","PINACIDIL","[M+K]+","CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1",0,284.1277,163.12,2.94,156.71,164.45,168.21
"DMIM00836","p1N14","CEFADROXIL","[M+H]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O",0,364.0967,182.13,0.20,182.60,182.11,181.70
"DMIM00837","p1N14","CEFADROXIL","[M+Na]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O",0,386.0787,187.65,0.08,187.77,187.74,187.43
"DMIM00838","p1N14","CEFADROXIL","[M+K]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O",0,402.0526,188.63,0.07,188.78,188.67,188.45
"DMIM00839","p1N14","CEFADROXIL","[M+H-H2O]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O",0,346.0861,166.57,0.13,166.88,166.46,166.36
"DMIM00840","p1N15","VERAPAMIL","[M+H]+","CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC",0,455.2910,208.33,0.07,208.21,208.22,208.54
"DMIM00841","p1N15","VERAPAMIL","[M+Na]+","CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC",0,477.2730,212.07,0.10,211.77,212.14,212.30
"DMIM00842","p1N15","VERAPAMIL","[M+K]+","CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC",0,493.2469,212.07,1.97,206.15,214.96,215.09
"DMIM00843","p1N15","VERAPAMIL","[M+H-H2O]+","CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC",0,437.2804,196.91,0.67,198.49,197.00,195.24
"DMIM00852","p1N16","CEFOTAXIME","[M+H]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O",0,456.0647,197.69,0.08,197.78,197.82,197.48
"DMIM00853","p1N16","CEFOTAXIME","[M+Na]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O",0,478.0467,194.45,0.04,194.53,194.47,194.33
"DMIM00854","p1N16","CEFOTAXIME","[M+K]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O",0,494.0206,195.19,2.10,199.02,197.04,189.50
"DMIM00855","p1N17","PANTOPRAZOLE","[M+H]+","COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC",0,384.0829,182.00,0.11,182.14,182.15,181.71
"DMIM00856","p1N17","PANTOPRAZOLE","[M+Na]+","COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC",0,406.0649,184.56,0.06,184.52,184.71,184.44
"DMIM00857","p1N17","PANTOPRAZOLE","[M+K]+","COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC",0,422.0388,190.01,0.05,190.14,189.99,189.90
"DMIM00858","p1N17","PANTOPRAZOLE","[M+H-H2O]+","COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC",0,366.0723,177.08,0.11,177.33,176.83,177.07
"DMIM00862","p1N18","CEPHALOTHIN","[M+Na]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O",0,419.0348,182.90,0.05,182.76,182.97,182.96
"DMIM00863","p1N18","CEPHALOTHIN","[M+K]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O",0,435.0087,185.40,0.08,185.20,185.48,185.52
"DMIM00864","p1N18","CEPHALOTHIN","[M+H-H2O]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O",0,379.0422,175.57,0.09,175.78,175.54,175.38
"DMIM00865","p1N19","LOPERAMIDE","[M+H]+","CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4",0,477.2309,218.84,0.06,218.93,218.66,218.93
"DMIM00866","p1N19","LOPERAMIDE","[M+H-H2O]+","CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4",0,459.2203,196.27,0.13,196.58,196.27,195.97
"DMIM00868","p1N20","CEPHAPIRIN","[M+Na]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O",0,446.0457,185.75,0.03,185.73,185.84,185.69
"DMIM00869","p1N20","CEPHAPIRIN","[M+H-H2O]+","CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O",0,406.0531,173.05,0.29,173.38,173.43,172.35
"DMIM00870","p1N21","PODOFILOX","[M+H]+","COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O",0,415.1393,189.74,0.50,188.43,190.60,190.20
"DMIM00871","p1N21","PODOFILOX","[M+Na]+","COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O",0,437.1213,198.37,0.04,198.26,198.45,198.40
"DMIM00872","p1N21","PODOFILOX","[M+K]+","COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O",0,453.0952,199.47,0.07,199.43,199.66,199.31
"DMIM00873","p1N21","PODOFILOX","[M+H-H2O]+","COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O",0,397.1287,187.85,0.05,187.87,187.96,187.72
"DMIM00875","p1N22","CEPHRADINE","[M+H]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O",0,350.1174,177.93,0.16,177.76,178.33,177.69
"DMIM00876","p1N22","CEPHRADINE","[M+Na]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O",0,372.0994,184.51,0.15,184.75,184.66,184.12
"DMIM00877","p1N22","CEPHRADINE","[M+K]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O",0,388.0733,184.84,0.13,185.17,184.65,184.71
"DMIM00878","p1N22","CEPHRADINE","[M+H-H2O]+","CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O",0,332.1068,163.51,0.03,163.57,163.48,163.47
"DMIM00879","p1O03","PUROMYCIN","[M+H]+","CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O",0,472.2308,203.92,0.07,204.13,203.77,203.85
"DMIM00880","p1O03","PUROMYCIN","[M+Na]+","CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O",0,494.2128,210.53,0.05,210.61,210.37,210.62
"DMIM00881","p1O03","PUROMYCIN","[M+K]+","CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O",0,510.1867,212.55,0.02,212.49,212.58,212.57
"DMIM00882","p1O03","PUROMYCIN","[M+H-H2O]+","CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O",0,454.2202,197.60,0.57,196.03,198.53,198.25
"DMIM00886","p1O04","SULFADOXINE","[M+H]+","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N",0,311.0814,165.22,0.09,165.04,165.22,165.40
"DMIM00887","p1O04","SULFADOXINE","[M+Na]+","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N",0,333.0634,172.96,0.06,172.98,173.08,172.81
"DMIM00888","p1O04","SULFADOXINE","[M+K]+","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N",0,349.0373,173.77,0.36,174.65,173.38,173.28
"DMIM00889","p1O04","SULFADOXINE","[M+H-H2O]+","COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N",0,293.0708,159.47,0.22,159.07,159.43,159.92
"DMIM00895","p1O05","MEBENDAZOLE","[M+H]+","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3",0,296.1035,170.05,0.04,170.15,170.00,170.01
